GENERIC NAME,DrugBank,KEGG,PubChem,Drugs.com
Doxycycline,https://www.drugbank.ca/drugs/DB00254,http://www.genome.jp/dbget-bin/www_bget?dr:D07876,https://pubchem.ncbi.nlm.nih.gov/substance/46506491#section=Top,http://www.drugs.com/doxycycline.html
Diethylstilbestrol,https://www.drugbank.ca/drugs/DB00255,http://www.genome.jp/dbget-bin/www_bget?dr:D00577,https://pubchem.ncbi.nlm.nih.gov/substance/46507453#section=Top,
Lymecycline,https://www.drugbank.ca/drugs/DB00256,http://www.genome.jp/dbget-bin/www_bget?dr:D06884,https://pubchem.ncbi.nlm.nih.gov/substance/46505518#section=Top,
Clotrimazole,https://www.drugbank.ca/drugs/DB00257,http://www.genome.jp/dbget-bin/www_bget?dr:D00282,https://pubchem.ncbi.nlm.nih.gov/substance/46507927#section=Top,http://www.drugs.com/mtm/clotrimazole.html
Sulfanilamide,https://www.drugbank.ca/drugs/DB00259,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46508306#section=Top,http://www.drugs.com/cdi/sulfanilamide.html
Cycloserine,https://www.drugbank.ca/drugs/DB00260,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46506865#section=Top,http://www.drugs.com/cdi/cycloserine.html
Anagrelide,https://www.drugbank.ca/drugs/DB00261,http://www.genome.jp/dbget-bin/www_bget?dr:D02933,https://pubchem.ncbi.nlm.nih.gov/substance/46508863#section=Top,http://www.drugs.com/cdi/anagrelide.html
Carmustine,https://www.drugbank.ca/drugs/DB00262,http://www.genome.jp/dbget-bin/www_bget?dr:D00254,https://pubchem.ncbi.nlm.nih.gov/substance/46506980#section=Top,http://www.drugs.com/cdi/carmustine.html
Sulfisoxazole,https://www.drugbank.ca/drugs/DB00263,http://www.genome.jp/dbget-bin/www_bget?dr:D00450,https://pubchem.ncbi.nlm.nih.gov/substance/46505342#section=Top,http://www.drugs.com/mtm/sulfisoxazole-ophthalmic.html
Metoprolol,https://www.drugbank.ca/drugs/DB00264,http://www.genome.jp/dbget-bin/www_bget?dr:D02358,https://pubchem.ncbi.nlm.nih.gov/substance/46506211#section=Top,http://www.drugs.com/metoprolol.html
Crotamiton,https://www.drugbank.ca/drugs/DB00265,http://www.genome.jp/dbget-bin/www_bget?dr:D01381,https://pubchem.ncbi.nlm.nih.gov/substance/46508599#section=Top,http://www.drugs.com/cdi/crotamiton-cream.html
Dicoumarol,https://www.drugbank.ca/drugs/DB00266,http://www.genome.jp/dbget-bin/www_bget?dr:D03798,https://pubchem.ncbi.nlm.nih.gov/substance/46505536#section=Top,
Cefmenoxime,https://www.drugbank.ca/drugs/DB00267,http://www.genome.jp/dbget-bin/www_bget?dr:D01739,https://pubchem.ncbi.nlm.nih.gov/substance/46506246#section=Top,
Ropinirole,https://www.drugbank.ca/drugs/DB00268,http://www.genome.jp/dbget-bin/www_bget?dr:D08489,https://pubchem.ncbi.nlm.nih.gov/substance/46507918#section=Top,http://www.drugs.com/cdi/ropinirole.html
Isradipine,https://www.drugbank.ca/drugs/DB00270,http://www.genome.jp/dbget-bin/www_bget?dr:D00349,https://pubchem.ncbi.nlm.nih.gov/substance/46505034#section=Top,http://www.drugs.com/cdi/isradipine.html
Diatrizoate,https://www.drugbank.ca/drugs/DB00271,http://www.genome.jp/dbget-bin/www_bget?dr:D01013,https://pubchem.ncbi.nlm.nih.gov/substance/46504704#section=Top,
Betazole,https://www.drugbank.ca/drugs/DB00272,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46506808#section=Top,
Topiramate,https://www.drugbank.ca/drugs/DB00273,http://www.genome.jp/dbget-bin/www_bget?dr:D00537,https://pubchem.ncbi.nlm.nih.gov/substance/46508334#section=Top,http://www.drugs.com/cdi/topiramate.html
Cefmetazole,https://www.drugbank.ca/drugs/DB00274,http://www.genome.jp/dbget-bin/www_bget?dr:D00910,https://pubchem.ncbi.nlm.nih.gov/substance/46504461#section=Top,
Olmesartan,https://www.drugbank.ca/drugs/DB00275,http://www.genome.jp/dbget-bin/www_bget?dr:D01204,https://pubchem.ncbi.nlm.nih.gov/substance/46508275#section=Top,http://www.drugs.com/cdi/olmesartan.html
Amsacrine,https://www.drugbank.ca/drugs/DB00276,http://www.genome.jp/dbget-bin/www_bget?dr:D02321,https://pubchem.ncbi.nlm.nih.gov/substance/46507539#section=Top,
Theophylline,https://www.drugbank.ca/drugs/DB00277,http://www.genome.jp/dbget-bin/www_bget?dr:D00371,https://pubchem.ncbi.nlm.nih.gov/substance/46505949#section=Top,http://www.drugs.com/cdi/theophylline.html
Argatroban,https://www.drugbank.ca/drugs/DB00278,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46507650#section=Top,http://www.drugs.com/cdi/argatroban.html
Liothyronine,https://www.drugbank.ca/drugs/DB00279,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46506352#section=Top,http://www.drugs.com/cdi/liothyronine.html
Disopyramide,https://www.drugbank.ca/drugs/DB00280,http://www.genome.jp/dbget-bin/www_bget?dr:D00303,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/cdi/disopyramide.html
Lidocaine,https://www.drugbank.ca/drugs/DB00281,http://www.genome.jp/dbget-bin/www_bget?dr:D00358,https://pubchem.ncbi.nlm.nih.gov/substance/46505060#section=Top,http://www.drugs.com/cdi/lidocaine-gel.html
Pamidronate,https://www.drugbank.ca/drugs/DB00282,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46504823#section=Top,http://www.drugs.com/cdi/pamidronate.html
Clemastine,https://www.drugbank.ca/drugs/DB00283,http://www.genome.jp/dbget-bin/www_bget?dr:D03535,https://pubchem.ncbi.nlm.nih.gov/substance/46506492#section=Top,http://www.drugs.com/cdi/clemastine.html
Acarbose,https://www.drugbank.ca/drugs/DB00284,http://www.genome.jp/dbget-bin/www_bget?dr:D00216,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/cdi/acarbose.html
Venlafaxine,https://www.drugbank.ca/drugs/DB00285,http://www.genome.jp/dbget-bin/www_bget?dr:D08670,https://pubchem.ncbi.nlm.nih.gov/substance/46504593#section=Top,http://www.drugs.com/venlafaxine.html
Travoprost,https://www.drugbank.ca/drugs/DB00287,http://www.genome.jp/dbget-bin/www_bget?dr:D01964,https://pubchem.ncbi.nlm.nih.gov/substance/46507637#section=Top,http://www.drugs.com/cdi/travoprost-drops.html
Amcinonide,https://www.drugbank.ca/drugs/DB00288,http://www.genome.jp/dbget-bin/www_bget?dr:D01387,https://pubchem.ncbi.nlm.nih.gov/substance/46506705#section=Top,http://www.drugs.com/cdi/amcinonide-cream.html
Atomoxetine,https://www.drugbank.ca/drugs/DB00289,http://www.genome.jp/dbget-bin/www_bget?dr:D07473,https://pubchem.ncbi.nlm.nih.gov/substance/46506160#section=Top,http://www.drugs.com/cdi/atomoxetine.html
Bleomycin,https://www.drugbank.ca/drugs/DB00290,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46509116#section=Top,http://www.drugs.com/cdi/bleomycin.html
Chlorambucil,https://www.drugbank.ca/drugs/DB00291,http://www.genome.jp/dbget-bin/www_bget?dr:D00266,https://pubchem.ncbi.nlm.nih.gov/substance/46506842#section=Top,http://www.drugs.com/cdi/chlorambucil.html
Etomidate,https://www.drugbank.ca/drugs/DB00292,http://www.genome.jp/dbget-bin/www_bget?dr:D00548,https://pubchem.ncbi.nlm.nih.gov/substance/46507012#section=Top,http://www.drugs.com/cdi/etomidate.html
Raltitrexed,https://www.drugbank.ca/drugs/DB00293,http://www.genome.jp/dbget-bin/www_bget?dr:D01064,https://pubchem.ncbi.nlm.nih.gov/substance/46504880#section=Top,
Etonogestrel,https://www.drugbank.ca/drugs/DB00294,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46505321#section=Top,http://www.drugs.com/mtm/etonogestrel-implant.html
Morphine,https://www.drugbank.ca/drugs/DB00295,http://www.genome.jp/dbget-bin/www_bget?dr:D08233,https://pubchem.ncbi.nlm.nih.gov/substance/46505161#section=Top,http://www.drugs.com/morphine.html
Ropivacaine,https://www.drugbank.ca/drugs/DB00296,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/cdi/ropivacaine.html
Bupivacaine,https://www.drugbank.ca/drugs/DB00297,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46506768#section=Top,http://www.drugs.com/cdi/bupivacaine-solution.html
Dapiprazole,https://www.drugbank.ca/drugs/DB00298,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46508859#section=Top,http://www.drugs.com/cdi/dapiprazole.html
Penciclovir,https://www.drugbank.ca/drugs/DB00299,http://www.genome.jp/dbget-bin/www_bget?dr:D05407,https://pubchem.ncbi.nlm.nih.gov/substance/46506498#section=Top,http://www.drugs.com/cdi/penciclovir.html
Tenofovir disoproxil,https://www.drugbank.ca/drugs/DB00300,http://www.genome.jp/dbget-bin/www_bget?dr:D06074,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/cdi/tenofovir.html
Flucloxacillin,https://www.drugbank.ca/drugs/DB00301,http://www.genome.jp/dbget-bin/www_bget?dr:D04196,https://pubchem.ncbi.nlm.nih.gov/substance/46508276#section=Top,
Tranexamic Acid,https://www.drugbank.ca/drugs/DB00302,http://www.genome.jp/dbget-bin/www_bget?dr:D01136,https://pubchem.ncbi.nlm.nih.gov/substance/46508089#section=Top,http://www.drugs.com/cdi/tranexamic-acid.html
Ertapenem,https://www.drugbank.ca/drugs/DB00303,http://www.genome.jp/dbget-bin/www_bget?dr:D07908,https://pubchem.ncbi.nlm.nih.gov/substance/46506508#section=Top,http://www.drugs.com/cdi/ertapenem.html
Desogestrel,https://www.drugbank.ca/drugs/DB00304,http://www.genome.jp/dbget-bin/www_bget?dr:D02367,https://pubchem.ncbi.nlm.nih.gov/substance/46505739#section=Top,
Mitomycin,https://www.drugbank.ca/drugs/DB00305,http://www.genome.jp/dbget-bin/www_bget?dr:D00208,https://pubchem.ncbi.nlm.nih.gov/substance/46508353#section=Top,http://www.drugs.com/cdi/mitomycin.html
Talbutal,https://www.drugbank.ca/drugs/DB00306,http://www.genome.jp/dbget-bin/www_bget?dr:D06887,https://pubchem.ncbi.nlm.nih.gov/substance/46507821#section=Top,
Bexarotene,https://www.drugbank.ca/drugs/DB00307,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46509119#section=Top,http://www.drugs.com/cdi/bexarotene.html
Ibutilide,https://www.drugbank.ca/drugs/DB00308,http://www.genome.jp/dbget-bin/www_bget?dr:D00648,https://pubchem.ncbi.nlm.nih.gov/substance/46507904#section=Top,http://www.drugs.com/cdi/ibutilide.html
Vindesine,https://www.drugbank.ca/drugs/DB00309,http://www.genome.jp/dbget-bin/www_bget?dr:D01769,https://pubchem.ncbi.nlm.nih.gov/substance/46504548#section=Top,
Chlorthalidone,https://www.drugbank.ca/drugs/DB00310,http://www.genome.jp/dbget-bin/www_bget?dr:D00272,https://pubchem.ncbi.nlm.nih.gov/substance/46505541#section=Top,http://www.drugs.com/cdi/chlorthalidone.html
Pentobarbital,https://www.drugbank.ca/drugs/DB00312,http://www.genome.jp/dbget-bin/www_bget?dr:D00499,https://pubchem.ncbi.nlm.nih.gov/substance/46508399#section=Top,http://www.drugs.com/mtm/pentobarbital.html
Valproic Acid,https://www.drugbank.ca/drugs/DB00313,http://www.genome.jp/dbget-bin/www_bget?dr:D00399,https://pubchem.ncbi.nlm.nih.gov/substance/46505925#section=Top,http://www.drugs.com/cdi/valproate.html
Capreomycin,https://www.drugbank.ca/drugs/DB00314,http://www.genome.jp/dbget-bin/www_bget?dr:D00135,https://pubchem.ncbi.nlm.nih.gov/substance/46508514#section=Top,http://www.drugs.com/cdi/capreomycin.html
Zolmitriptan,https://www.drugbank.ca/drugs/DB00315,http://www.genome.jp/dbget-bin/www_bget?dr:D00415,https://pubchem.ncbi.nlm.nih.gov/substance/46506452#section=Top,http://www.drugs.com/cdi/zolmitriptan.html
Acetaminophen,https://www.drugbank.ca/drugs/DB00316,http://www.genome.jp/dbget-bin/www_bget?dr:D00217,https://pubchem.ncbi.nlm.nih.gov/substance/46506142#section=Top,http://www.drugs.com/acetaminophen.html
Gefitinib,https://www.drugbank.ca/drugs/DB00317,http://www.genome.jp/dbget-bin/www_bget?dr:D01977,https://pubchem.ncbi.nlm.nih.gov/substance/46508649#section=Top,http://www.drugs.com/cdi/gefitinib.html
Codeine,https://www.drugbank.ca/drugs/DB00318,http://www.genome.jp/dbget-bin/www_bget?dr:D03580,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/cdi/codeine-phosphate-soluble-tablets.html
Piperacillin,https://www.drugbank.ca/drugs/DB00319,http://www.genome.jp/dbget-bin/www_bget?dr:D00466,https://pubchem.ncbi.nlm.nih.gov/substance/46504757#section=Top,http://www.drugs.com/cdi/piperacillin.html
Dihydroergotamine,https://www.drugbank.ca/drugs/DB00320,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46507711#section=Top,http://www.drugs.com/cdi/dihydroergotamine.html
Amitriptyline,https://www.drugbank.ca/drugs/DB00321,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46508798#section=Top,http://www.drugs.com/amitriptyline.html
Floxuridine,https://www.drugbank.ca/drugs/DB00322,http://www.genome.jp/dbget-bin/www_bget?dr:D04197,https://pubchem.ncbi.nlm.nih.gov/substance/46508645#section=Top,http://www.drugs.com/cdi/floxuridine.html
Tolcapone,https://www.drugbank.ca/drugs/DB00323,http://www.genome.jp/dbget-bin/www_bget?dr:D00786,https://pubchem.ncbi.nlm.nih.gov/substance/46504932#section=Top,http://www.drugs.com/cdi/tolcapone.html
Fluorometholone,https://www.drugbank.ca/drugs/DB00324,http://www.genome.jp/dbget-bin/www_bget?dr:D01367,https://pubchem.ncbi.nlm.nih.gov/substance/46505984#section=Top,http://www.drugs.com/cdi/fluorometholone.html
Calcium Gluceptate,https://www.drugbank.ca/drugs/DB00326,http://www.genome.jp/dbget-bin/www_bget?dr:D00934,https://pubchem.ncbi.nlm.nih.gov/substance/46507233#section=Top,
Hydromorphone,https://www.drugbank.ca/drugs/DB00327,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46508700#section=Top,http://www.drugs.com/cdi/hydromorphone.html
Indomethacin,https://www.drugbank.ca/drugs/DB00328,http://www.genome.jp/dbget-bin/www_bget?dr:D00141,https://pubchem.ncbi.nlm.nih.gov/substance/46508291#section=Top,http://www.drugs.com/cdi/indomethacin.html
Ethambutol,https://www.drugbank.ca/drugs/DB00330,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46504788#section=Top,http://www.drugs.com/cdi/ethambutol.html
Metformin,https://www.drugbank.ca/drugs/DB00331,http://www.genome.jp/dbget-bin/www_bget?dr:D04966,https://pubchem.ncbi.nlm.nih.gov/substance/46507752#section=Top,http://www.drugs.com/metformin.html
Ipratropium bromide,https://www.drugbank.ca/drugs/DB00332,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46506138#section=Top,http://www.drugs.com/mtm/ipratropium-nasal.html
Methadone,https://www.drugbank.ca/drugs/DB00333,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46505722#section=Top,http://www.drugs.com/methadone.html
Olanzapine,https://www.drugbank.ca/drugs/DB00334,http://www.genome.jp/dbget-bin/www_bget?dr:D00454,https://pubchem.ncbi.nlm.nih.gov/substance/46507666#section=Top,http://www.drugs.com/cdi/olanzapine.html
Atenolol,https://www.drugbank.ca/drugs/DB00335,http://www.genome.jp/dbget-bin/www_bget?dr:D00235,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/atenolol.html
Nitrofural,https://www.drugbank.ca/drugs/DB00336,http://www.genome.jp/dbget-bin/www_bget?dr:D00862,https://pubchem.ncbi.nlm.nih.gov/substance/46506509#section=Top,http://www.drugs.com/cons/nitrofurazone-topical.html
Pimecrolimus,https://www.drugbank.ca/drugs/DB00337,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/cdi/pimecrolimus.html
Omeprazole,https://www.drugbank.ca/drugs/DB00338,http://www.genome.jp/dbget-bin/www_bget?dr:D00455,https://pubchem.ncbi.nlm.nih.gov/substance/46509065#section=Top,http://www.drugs.com/omeprazole.html
Pyrazinamide,https://www.drugbank.ca/drugs/DB00339,http://www.genome.jp/dbget-bin/www_bget?dr:D00144,https://pubchem.ncbi.nlm.nih.gov/substance/46507478#section=Top,http://www.drugs.com/cdi/pyrazinamide.html
Metixene,https://www.drugbank.ca/drugs/DB00340,http://www.genome.jp/dbget-bin/www_bget?dr:D01871,https://pubchem.ncbi.nlm.nih.gov/substance/46508970#section=Top,
Cetirizine,https://www.drugbank.ca/drugs/DB00341,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46508368#section=Top,http://www.drugs.com/cetirizine-hcl.html
Diltiazem,https://www.drugbank.ca/drugs/DB00343,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46505667#section=Top,http://www.drugs.com/diltiazem.html
Protriptyline,https://www.drugbank.ca/drugs/DB00344,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46505128#section=Top,http://www.drugs.com/cdi/protriptyline.html
Aminohippuric acid,https://www.drugbank.ca/drugs/DB00345,http://www.genome.jp/dbget-bin/www_bget?dr:D06890,https://pubchem.ncbi.nlm.nih.gov/substance/46507106#section=Top,
Alfuzosin,https://www.drugbank.ca/drugs/DB00346,http://www.genome.jp/dbget-bin/www_bget?dr:D01692,https://pubchem.ncbi.nlm.nih.gov/substance/46508512#section=Top,http://www.drugs.com/cdi/alfuzosin.html
Trimethadione,https://www.drugbank.ca/drugs/DB00347,http://www.genome.jp/dbget-bin/www_bget?dr:D00392,https://pubchem.ncbi.nlm.nih.gov/substance/46504478#section=Top,http://www.drugs.com/mtm/trimethadione.html
Nitisinone,https://www.drugbank.ca/drugs/DB00348,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46507380#section=Top,http://www.drugs.com/cdi/nitisinone.html
Clobazam,https://www.drugbank.ca/drugs/DB00349,http://www.genome.jp/dbget-bin/www_bget?dr:D01253,https://pubchem.ncbi.nlm.nih.gov/substance/46506115#section=Top,http://www.drugs.com/cdi/clobazam.html
Minoxidil,https://www.drugbank.ca/drugs/DB00350,http://www.genome.jp/dbget-bin/www_bget?dr:D00418,https://pubchem.ncbi.nlm.nih.gov/substance/46508344#section=Top,http://www.drugs.com/cdi/minoxidil.html
Megestrol acetate,https://www.drugbank.ca/drugs/DB00351,http://www.genome.jp/dbget-bin/www_bget?dr:D00952,https://pubchem.ncbi.nlm.nih.gov/substance/46505827#section=Top,http://www.drugs.com/cdi/megestrol.html
Tioguanine,https://www.drugbank.ca/drugs/DB00352,http://www.genome.jp/dbget-bin/www_bget?dr:D06109,https://pubchem.ncbi.nlm.nih.gov/substance/46508170#section=Top,http://www.drugs.com/cdi/thioguanine.html
Methylergometrine,https://www.drugbank.ca/drugs/DB00353,http://www.genome.jp/dbget-bin/www_bget?dr:D00680,https://pubchem.ncbi.nlm.nih.gov/substance/46507746#section=Top,http://www.drugs.com/cdi/methylergonovine.html
Buclizine,https://www.drugbank.ca/drugs/DB00354,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46507608#section=Top,
Aztreonam,https://www.drugbank.ca/drugs/DB00355,http://www.genome.jp/dbget-bin/www_bget?dr:D00240,https://pubchem.ncbi.nlm.nih.gov/substance/46505419#section=Top,http://www.drugs.com/cdi/aztreonam.html
Chlorzoxazone,https://www.drugbank.ca/drugs/DB00356,http://www.genome.jp/dbget-bin/www_bget?dr:D00771,https://pubchem.ncbi.nlm.nih.gov/substance/46507755#section=Top,http://www.drugs.com/cdi/chlorzoxazone.html
Aminoglutethimide,https://www.drugbank.ca/drugs/DB00357,http://www.genome.jp/dbget-bin/www_bget?dr:D00574,https://pubchem.ncbi.nlm.nih.gov/substance/46506066#section=Top,http://www.drugs.com/cdi/aminoglutethimide.html
Mefloquine,https://www.drugbank.ca/drugs/DB00358,http://www.genome.jp/dbget-bin/www_bget?dr:D04895,https://pubchem.ncbi.nlm.nih.gov/substance/46505610#section=Top,http://www.drugs.com/cdi/mefloquine.html
Sulfadiazine,https://www.drugbank.ca/drugs/DB00359,http://www.genome.jp/dbget-bin/www_bget?dr:D00587,https://pubchem.ncbi.nlm.nih.gov/substance/46506164#section=Top,http://www.drugs.com/cdi/sulfadiazine.html
Sapropterin,https://www.drugbank.ca/drugs/DB00360,http://www.genome.jp/dbget-bin/www_bget?dr:D08505,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,
Vinorelbine,https://www.drugbank.ca/drugs/DB00361,http://www.genome.jp/dbget-bin/www_bget?dr:D08680,https://pubchem.ncbi.nlm.nih.gov/substance/46507772#section=Top,http://www.drugs.com/cdi/vinorelbine.html
